No,REQ,req version,Detection Verified in spec,all table verified,Failure Familly, related,Failure type,Failure severity,SAFETY RELEVANT ?,Defect Name,Description,Monitored Data,DataFiltering / DataConsitency Mechanism,Defect running condition,Defect Frozen condition,Defect Stop condition,Defect Protection,PAR_EnumDefectDetectionType,Defect Detection Condition,No detect condition,PAR_[Defect_Name]_InitialState,Defect filtering CounterHi,Defect Filtering CounterLo,PAR_[Defect_Name]_Increment,PAR_[Defect_Name]_Decrement,[Defect_Name]_DefectEvaluationPeriod (ms),Typical comfirmation time (ms) information only,Typical time to deconfirm (ms) information only,Function inhibition management,PAR_[Defect_Name]_Reversibility,Defect reporting,Defect logging,PAR_[Defect_Name]_RetryAuthorization,PAR_[Defect_Name]_Reinitialize,Defect retry condition,PAR_[Defect_Name]_NbrOfEvalPeriodBtwRetries,Delay between retries,PAR_[Defect_Name]_NbrMaxRetry,PAR_[Defect_Name]_NbrOfEvalPeriodMaxInRetryPreparation,Max delay in retry preparation,PAR_[DefectName]_DiagnosticSupressionNumberOfPeriods,Defect retry action,Defect retry counter init,Defect retry succeed counter value,Defect retry failed counter value,Defect retry increment,Defect retry decrement,Defect supression time (ms),commentaire
55.0,LAMP_ECU_DEF_55,1.0,F_Function_Distribution_And_Activation_Management,YES,,,,Degraded function,Safety relevant,DEF_Mlc_LED_OCSC_Out4,This output contains the all the function control by the MLC open circuit or short circuit defect validated flag for LED Outs,MLC data,mean on 8 samples,"Condition_GENERAL_UV_OV  AND DEF_Driver_ELEC_RANGEREADINESS_absent
AND
 LEDOUT X is activated
AND
 diagnostic supression time has elapsed
AND
ECUB_voltage_Range_ 8V_ to_18V",Never,"Condition_GENERAL_UV_OV  _present OR DEF_Driver_ELEC_RANGEREADINESS_confirmed
OR
Diagnostic supression time has not elapsed
OR
LEDOUT X is Deactivated""",HW,1D,All Function control by MLC alocated at the Out is defected,The case other than defect detected,DEF_Mlc_LED_OCSC_Out4_Absent,960.0,-1024.0,10.0,2048.0,10.0,960.0,10.0,force LEDOUT derating,0,Functionnal failure flag of the function linked to this LEDOUT X,DTC of this channel function,1.0,0.0,"DEF_Driver_ELEC_UV_absent     
and   
DEF_Driver_ELEC_OV_absent     
and   
Boost is not  defective   
and     
DEF_Driver_ELEC_RANGEREADYNESS_absent ",500,5000,3,500,5000,3,,,,,,,,
56.0,LAMP_ECU_DEF_56,1.0,F_Function_Distribution_And_Activation_Management,YES,,,,Degraded function,Safety relevant,DEF_Mlc_LED_OCSC_Out5,This output contains the all the function control by the MLC open circuit or short circuit defect validated flag for LED Outs,MLC data,mean on 8 samples,"Condition_GENERAL_UV_OV  AND DEF_Driver_ELEC_RANGEREADINESS_absent
AND
 LEDOUT X is activated
AND
 diagnostic supression time has elapsed
AND
ECUB_voltage_Range_ 8V_ to_18V",Never,"Condition_GENERAL_UV_OV  _present OR DEF_Driver_ELEC_RANGEREADINESS_confirmed
OR
Diagnostic supression time has not elapsed
OR
LEDOUT X is Deactivated""",HW,1D,All Function control by MLC alocated at the Out is defected,The case other than defect detected,DEF_Mlc_LED_OCSC_Out5_Absent,960.0,-1024.0,10.0,2048.0,10.0,960.0,10.0,force LEDOUT derating,0,Functionnal failure flag of the function linked to this LEDOUT X,DTC of this channel function,1.0,1.0,"Condition_GENERAL_UV_OV  
AND
Diagnostic supression time elapsed
AND
No BOOST_Defect_Present
AND
LEDOUT X short Defect is enabled
AND 
LEDOUT reactivation is requested",500,5000,3,500,5000,3,remove inhibition ,25,0,50,2,1,30,
57.0,LAMP_ECU_DEF_57,1.0,F_Function_Distribution_And_Activation_Management,YES,,,,Degraded function,Safety relevant,DEF_Mlc_LED_OCSC_Out6,This output contains the all the function control by the MLC open circuit or short circuit defect validated flag for LED Outs,MLC data,mean on 8 samples,"Condition_GENERAL_UV_OV  AND DEF_Driver_ELEC_RANGEREADINESS_absent
AND
 LEDOUT X is activated
AND
 diagnostic supression time has elapsed
AND
ECUB_voltage_Range_ 8V_ to_18V",Never,"Condition_GENERAL_UV_OV  _present OR DEF_Driver_ELEC_RANGEREADINESS_confirmed
OR
Diagnostic supression time has not elapsed
OR
LEDOUT X is Deactivated""",HW,1D,All Function control by MLC alocated at the Out is defected,The case other than defect detected,DEF_Mlc_LED_OCSC_Out6_Absent,960.0,-1024.0,10.0,2048.0,10.0,960.0,10.0,force LEDOUT derating,0,Functionnal failure flag of the function linked to this LEDOUT X,DTC of this channel function,1.0,0.0,"DEF_Driver_ELEC_UV_absent     
and   
DEF_Driver_ELEC_OV_absent     
and   
Boost is not  defective   
and     
DEF_Driver_ELEC_RANGEREADYNESS_absent ",500,5000,3,500,5000,3,,,,,,,,
58.0,LAMP_ECU_DEF_58,1.0,F_Function_Distribution_And_Activation_Management,YES,,,,Degraded function,Safety relevant,DEF_Mlc_LED_OCSC_Out7,This output contains the all the function control by the MLC open circuit or short circuit defect validated flag for LED Outs,MLC data,mean on 8 samples,"Condition_GENERAL_UV_OV  AND DEF_Driver_ELEC_RANGEREADINESS_absent
AND
 LEDOUT X is activated
AND
 diagnostic supression time has elapsed
AND
ECUB_voltage_Range_ 8V_ to_18V",Never,"Condition_GENERAL_UV_OV  _present OR DEF_Driver_ELEC_RANGEREADINESS_confirmed
OR
Diagnostic supression time has not elapsed
OR
LEDOUT X is Deactivated""",HW,1D,All Function control by MLC alocated at the Out is defected,The case other than defect detected,DEF_Mlc_LED_OCSC_Out7_Absent,960.0,-1024.0,10.0,2048.0,10.0,960.0,10.0,force LEDOUT derating,0,Functionnal failure flag of the function linked to this LEDOUT X,DTC of this channel function,1.0,0.0,"DEF_Driver_ELEC_UV_absent     
and   
DEF_Driver_ELEC_OV_absent     
and   
Boost is not  defective   
and     
DEF_Driver_ELEC_RANGEREADYNESS_absent ",500,5000,3,500,5000,3,,,,,,,,
59.0,LAMP_ECU_DEF_59,1.0,I_NTC_interface,YES,,,,Degraded function,Safety relevant,DEF_DriverNTC_TEMPSENSOR1,The Temeprature sensor for Driver NTC returns a Temperature out of range values,temperature value,mean on 8 samples,"Condition_GENERAL_UV_OV  AND DEF_Driver_ELEC_RANGEREADINESS_absent
AND
 diagnostic supression time has elapsed",Never,"Condition_GENERAL_UV_OV  _present OR DEF_Driver_ELEC_RANGEREADINESS_confirmed
OR
Diagnostic supression time has not elapsed
OR
LEDOUT X is Deactivated""",HW,1D,Temp failure from thermal,Temp in the range Max temp / Min temp,DEF_DriverNTC_TEMPSENSOR1_absent,960.0,-1024.0,5.0,2048.0,50.0,9600.0,50.0,force LEDOUT derating,1,"Functionnal failure flag of the function linked to this Driver temperature 
if possible",DTC for Driver NTC temperature ,0.0,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
60.0,LAMP_ECU_DEF_60,1.0,I_NTC_interface,YES,,,,Degraded function,Safety relevant,DEF_DriverNTC_TEMPSENSOR2,The Temeprature sensor for Driver NTC returns a Temperature out of range values,temperature value,mean on 8 samples,"Condition_GENERAL_UV_OV  AND DEF_Driver_ELEC_RANGEREADINESS_absent
AND
 diagnostic supression time has elapsed",Never,"Condition_GENERAL_UV_OV  _present OR DEF_Driver_ELEC_RANGEREADINESS_confirmed
OR
Diagnostic supression time has not elapsed
OR
LEDOUT X is Deactivated""",HW,1D,Temp failure from thermal,Temp in the range Max temp / Min temp,DEF_DriverNTC_TEMPSENSOR2_absent,960.0,-1024.0,5.0,2048.0,50.0,9600.0,50.0,force LEDOUT derating,1,"Functionnal failure flag of the function linked to this Driver temperature 
if possible",DTC for Driver NTC temperature ,0.0,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
61.0,LAMP_ECU_DEF_61,1.0,F_BIN_NTC_Allocation,YES,,,in,Degraded function,?,DEF_BoolBinFailureOut_Func_1,"BNA_BoolBinFailureOut_Func[1to15]:
This output contains the flag for bin reading failure status for function",Confirmed BIN value,HW,BIN is confirmed,Never,BIN is not confirmed,HW,1D,BNA_BoolBinFailureOut_Func_X=TRUE,BNA_BoolBinFailureOut_Func_X=FALSE,DEF_BoolBinFailureOut_Func_1_absent,960.0,-1024.0,1.0,10.0,10.0,9600.0,1990.0,Saved Current usage,1,"Functionnal failure flag of the function linked to this LED BIN
if possible",DTC for LEDOUT BIN,0.0,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
62.0,LAMP_ECU_DEF_62,1.0,F_BIN_NTC_Allocation,YES,,,in,Degraded function,?,DEF_BoolBinFailureOut_Func_2,"BNA_BoolBinFailureOut_Func[1to15]:
This output contains the flag for bin reading failure status for function",Confirmed BIN value,HW,BIN is confirmed,Never,BIN is not confirmed,HW,1D,BNA_BoolBinFailureOut_Func_X=TRUE,BNA_BoolBinFailureOut_Func_X=FALSE,DEF_BoolBinFailureOut_Func_2_absent,960.0,-1024.0,1.0,10.0,10.0,9600.0,1990.0,Saved Current usage,1,"Functionnal failure flag of the function linked to this LED BIN
if possible",DTC for LEDOUT BIN,0.0,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
63.0,LAMP_ECU_DEF_63,1.0,F_BIN_NTC_Allocation,YES,,,in,Degraded function,?,DEF_BoolBinFailureOut_Func_3,"BNA_BoolBinFailureOut_Func[1to15]:
This output contains the flag for bin reading failure status for function",Confirmed BIN value,HW,BIN is confirmed,Never,BIN is not confirmed,HW,1D,BNA_BoolBinFailureOut_Func_X=TRUE,BNA_BoolBinFailureOut_Func_X=FALSE,DEF_BoolBinFailureOut_Func_3_absent,960.0,-1024.0,1.0,10.0,10.0,9600.0,1990.0,Saved Current usage,1,"Functionnal failure flag of the function linked to this LED BIN
if possible",DTC for LEDOUT BIN,0.0,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
64.0,LAMP_ECU_DEF_64,1.0,F_BIN_NTC_Allocation,YES,,,in,Degraded function,?,DEF_BoolBinFailureOut_Func_4,"BNA_BoolBinFailureOut_Func[1to15]:
This output contains the flag for bin reading failure status for function",Confirmed BIN value,HW,BIN is confirmed,Never,BIN is not confirmed,HW,1D,BNA_BoolBinFailureOut_Func_X=TRUE,BNA_BoolBinFailureOut_Func_X=FALSE,DEF_BoolBinFailureOut_Func_4_absent,960.0,-1024.0,1.0,10.0,10.0,9600.0,1990.0,Saved Current usage,1,"Functionnal failure flag of the function linked to this LED BIN
if possible",DTC for LEDOUT BIN,0.0,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
65.0,LAMP_ECU_DEF_65,1.0,F_BIN_NTC_Allocation,YES,,,in,Degraded function,?,DEF_BoolBinFailureOut_Func_5,"BNA_BoolBinFailureOut_Func[1to15]:
This output contains the flag for bin reading failure status for function",Confirmed BIN value,HW,BIN is confirmed,Never,BIN is not confirmed,HW,1D,BNA_BoolBinFailureOut_Func_X=TRUE,BNA_BoolBinFailureOut_Func_X=FALSE,DEF_BoolBinFailureOut_Func_5_absent,960.0,-1024.0,1.0,10.0,10.0,9600.0,1990.0,Saved Current usage,1,"Functionnal failure flag of the function linked to this LED BIN
if possible",DTC for LEDOUT BIN,0.0,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
66.0,LAMP_ECU_DEF_66,1.0,F_BIN_NTC_Allocation,YES,,,in,Degraded function,?,DEF_BoolBinFailureOut_Func_6,"BNA_BoolBinFailureOut_Func[1to15]:
This output contains the flag for bin reading failure status for function",Confirmed BIN value,HW,BIN is confirmed,Never,BIN is not confirmed,HW,1D,BNA_BoolBinFailureOut_Func_X=TRUE,BNA_BoolBinFailureOut_Func_X=FALSE,DEF_BoolBinFailureOut_Func_6_absent,960.0,-1024.0,1.0,10.0,10.0,9600.0,1990.0,Saved Current usage,1,"Functionnal failure flag of the function linked to this LED BIN
if possible",DTC for LEDOUT BIN,0.0,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
67.0,LAMP_ECU_DEF_67,1.0,F_BIN_NTC_Allocation,YES,,,in,Degraded function,?,DEF_BoolBinFailureOut_Func_7,"BNA_BoolBinFailureOut_Func[1to15]:
This output contains the flag for bin reading failure status for function",Confirmed BIN value,HW,BIN is confirmed,Never,BIN is not confirmed,HW,1D,BNA_BoolBinFailureOut_Func_X=TRUE,BNA_BoolBinFailureOut_Func_X=FALSE,DEF_BoolBinFailureOut_Func_7_absent,960.0,-1024.0,1.0,10.0,10.0,9600.0,1990.0,Saved Current usage,1,"Functionnal failure flag of the function linked to this LED BIN
if possible",DTC for LEDOUT BIN,0.0,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
68.0,LAMP_ECU_DEF_68,1.0,F_BIN_NTC_Allocation,YES,,,in,Degraded function,?,DEF_BoolBinFailureOut_Func_8,"BNA_BoolBinFailureOut_Func[1to15]:
This output contains the flag for bin reading failure status for function",Confirmed BIN value,HW,BIN is confirmed,Never,BIN is not confirmed,HW,1D,BNA_BoolBinFailureOut_Func_X=TRUE,BNA_BoolBinFailureOut_Func_X=FALSE,DEF_BoolBinFailureOut_Func_8_absent,960.0,-1024.0,1.0,10.0,10.0,9600.0,1990.0,Saved Current usage,1,"Functionnal failure flag of the function linked to this LED BIN
if possible",DTC for LEDOUT BIN,0.0,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
69.0,LAMP_ECU_DEF_69,1.0,F_BIN_NTC_Allocation,YES,,,in,Degraded function,?,DEF_BoolBinFailureOut_Func_9,"BNA_BoolBinFailureOut_Func[1to15]:
This output contains the flag for bin reading failure status for function",Confirmed BIN value,HW,BIN is confirmed,Never,BIN is not confirmed,HW,1D,BNA_BoolBinFailureOut_Func_X=TRUE,BNA_BoolBinFailureOut_Func_X=FALSE,DEF_BoolBinFailureOut_Func_9_absent,960.0,-1024.0,1.0,10.0,10.0,9600.0,1990.0,Saved Current usage,1,"Functionnal failure flag of the function linked to this LED BIN
if possible",DTC for LEDOUT BIN,0.0,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
70.0,LAMP_ECU_DEF_70,1.0,F_BIN_NTC_Allocation,YES,,,in,Degraded function,?,DEF_BoolBinFailureOut_Func_10,"BNA_BoolBinFailureOut_Func[1to15]:
This output contains the flag for bin reading failure status for function",Confirmed BIN value,HW,BIN is confirmed,Never,BIN is not confirmed,HW,1D,BNA_BoolBinFailureOut_Func_X=TRUE,BNA_BoolBinFailureOut_Func_X=FALSE,DEF_BoolBinFailureOut_Func_10_absent,960.0,-1024.0,1.0,10.0,10.0,9600.0,1990.0,Saved Current usage,1,"Functionnal failure flag of the function linked to this LED BIN
if possible",DTC for LEDOUT BIN,0.0,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
71.0,LAMP_ECU_DEF_71,1.0,F_BIN_NTC_Allocation,YES,,,in,Degraded function,?,DEF_BoolBinFailureOut_Func_11,"BNA_BoolBinFailureOut_Func[1to15]:
This output contains the flag for bin reading failure status for function",Confirmed BIN value,HW,BIN is confirmed,Never,BIN is not confirmed,HW,1D,BNA_BoolBinFailureOut_Func_X=TRUE,BNA_BoolBinFailureOut_Func_X=FALSE,DEF_BoolBinFailureOut_Func_11_absent,960.0,-1024.0,1.0,10.0,10.0,9600.0,1990.0,Saved Current usage,1,"Functionnal failure flag of the function linked to this LED BIN
if possible",DTC for LEDOUT BIN,0.0,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
72.0,LAMP_ECU_DEF_72,1.0,F_BIN_NTC_Allocation,YES,,,in,Degraded function,?,DEF_BoolBinFailureOut_Func_12,"BNA_BoolBinFailureOut_Func[1to15]:
This output contains the flag for bin reading failure status for function",Confirmed BIN value,HW,BIN is confirmed,Never,BIN is not confirmed,HW,1D,BNA_BoolBinFailureOut_Func_X=TRUE,BNA_BoolBinFailureOut_Func_X=FALSE,DEF_BoolBinFailureOut_Func_12_absent,960.0,-1024.0,1.0,10.0,10.0,9600.0,1990.0,Saved Current usage,1,"Functionnal failure flag of the function linked to this LED BIN
if possible",DTC for LEDOUT BIN,0.0,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
73.0,LAMP_ECU_DEF_73,1.0,F_BIN_NTC_Allocation,YES,,,in,Degraded function,?,DEF_BoolBinFailureOut_Func_13,"BNA_BoolBinFailureOut_Func[1to15]:
This output contains the flag for bin reading failure status for function",Confirmed BIN value,HW,BIN is confirmed,Never,BIN is not confirmed,HW,1D,BNA_BoolBinFailureOut_Func_X=TRUE,BNA_BoolBinFailureOut_Func_X=FALSE,DEF_BoolBinFailureOut_Func_13_absent,960.0,-1024.0,1.0,10.0,10.0,9600.0,1990.0,Saved Current usage,1,"Functionnal failure flag of the function linked to this LED BIN
if possible",DTC for LEDOUT BIN,0.0,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
74.0,LAMP_ECU_DEF_74,1.0,F_BIN_NTC_Allocation,YES,,,in,Degraded function,?,DEF_BoolBinFailureOut_Func_14,"BNA_BoolBinFailureOut_Func[1to15]:
This output contains the flag for bin reading failure status for function",Confirmed BIN value,HW,BIN is confirmed,Never,BIN is not confirmed,HW,1D,BNA_BoolBinFailureOut_Func_X=TRUE,BNA_BoolBinFailureOut_Func_X=FALSE,DEF_BoolBinFailureOut_Func_14_absent,960.0,-1024.0,1.0,10.0,10.0,9600.0,1990.0,Saved Current usage,1,"Functionnal failure flag of the function linked to this LED BIN
if possible",DTC for LEDOUT BIN,0.0,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
75.0,LAMP_ECU_DEF_75,1.0,F_BIN_NTC_Allocation,YES,,,in,Degraded function,?,DEF_BoolBinFailureOut_Func_15,"BNA_BoolBinFailureOut_Func[1to15]:
This output contains the flag for bin reading failure status for function",Confirmed BIN value,HW,BIN is confirmed,Never,BIN is not confirmed,HW,1D,BNA_BoolBinFailureOut_Func_X=TRUE,BNA_BoolBinFailureOut_Func_X=FALSE,DEF_BoolBinFailureOut_Func_15_absent,960.0,-1024.0,1.0,10.0,10.0,9600.0,1990.0,Saved Current usage,1,"Functionnal failure flag of the function linked to this LED BIN
if possible",DTC for LEDOUT BIN,0.0,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
76.0,LAMP_ECU_DEF_76,1.0,F_Power_Switch,YES,,,,Function loss,Safety relevant,DEF_SMART_CH1_OVERCURRENT,overcurrent detected at Smart channel 1,ADC data,,"Condition_GENERAL_UV_OV  AND DEF_Driver_ELEC_RANGEREADINESS_absent
AND
HSS_X_Activ 
AND
 diagnostic supression time has elapsed",Never,Smart is deactivated / Condition_GENERAL_UV_OV  / smart is not present on the board,HW,1D,measured value >= Overcurrent threshold,measured vaue < Overcurrent threshold,DEF_SMART_CH1_OVERCURRENT_absent,960.0,-1024.0,13.0,2048.0,40.0,2960.0,40.0,switch off this smart channel,0,CAN signal of related function,DTC for smart,1.0,1.0, Condition_GENERAL_UV_OV  / smart is present on the board,130,5200,3,130,5200,2,remove fault inhibition,50,0,100,1,2,80,
77.0,LAMP_ECU_DEF_77,1.0,F_Power_Switch,YES,,,,Function loss,Safety relevant,DEF_SMART_CH1_LOWCURRENT,Lowcurrent detected at Smart channel 1,ADC data,,"Condition_GENERAL_UV_OV  AND DEF_Driver_ELEC_RANGEREADINESS_absent
AND
HSS_X_Activ 
AND
 diagnostic supression time has elapsed",Never,Smart is deactivated / Condition_GENERAL_UV_OV  / smart is not present on the board,HW,1D,measured value <=low currentthreshold,measured vaue > Lowcurrent threshold,DEF_SMART_CH1_LOWCURRENT_absent,960.0,-1024.0,13.0,2048.0,40.0,2960.0,40.0,switch off this smart channel,0,CAN signal of related function,DTC for smart,1.0,0.0, Condition_GENERAL_UV_OV  / smart is present on the board,130,5200,3,130,5200,2,remove fault inhibition,50,0,100,1,2,80,
78.0,LAMP_ECU_DEF_78,1.0,F_Power_Switch,YES,,,,Function loss,Safety relevant,DEF_SMART_CH2_OVERCURRENT,overcurrent detected at Smart channel 2,ADC data,,"Condition_GENERAL_UV_OV  AND DEF_Driver_ELEC_RANGEREADINESS_absent
AND
HSS_X_Activ 
AND
 diagnostic supression time has elapsed",Never,,HW,1D,measured value >= Overcurrent threshold,measured vaue < Overcurrent threshold,DEF_SMART_CH2_OVERCURRENT_absent,960.0,-1024.0,4.0,2048.0,40.0,9600.0,40.0,,0,CAN signal of related function,DTC for smart,1.0,1.0, Condition_GENERAL_UV_OV  / smart is present on the board,130,5200,3,130,5200,2,remove fault inhibition,50,0,100,1,2,80,
79.0,LAMP_ECU_DEF_79,1.0,F_Power_Switch,YES,,,,Function loss,Safety relevant,DEF_SMART_CH2_LOWCURRENT,Lowcurrent detected at Smart channel 2,ADC data,,"Condition_GENERAL_UV_OV  AND DEF_Driver_ELEC_RANGEREADINESS_absent
AND
HSS_X_Activ 
AND
 diagnostic supression time has elapsed",Never,,HW,1D,measured value <=low currentthreshold,measured vaue > Lowcurrent threshold,DEF_SMART_CH2_LOWCURRENT_absent,960.0,-1024.0,4.0,2048.0,40.0,9600.0,40.0,,0,CAN signal of related function,DTC for smart,1.0,0.0, Condition_GENERAL_UV_OV  / smart is present on the board,130,5200,3,130,5200,2,remove fault inhibition,50,0,100,1,2,80,
80.0,LAMP_ECU_DEF_80,1.0,F_Power_Switch,YES,,,,Function loss,Safety relevant,DEF_SMART_CH3_OVERCURRENT,overcurrent detected at Smart channel 3,ADC data,,"Condition_GENERAL_UV_OV  AND DEF_Driver_ELEC_RANGEREADINESS_absent
AND
HSS_X_Activ 
AND
 diagnostic supression time has elapsed",Never,,HW,1D,measured value >= Overcurrent threshold,measured vaue < Overcurrent threshold,DEF_SMART_CH3_OVERCURRENT_absent,960.0,-1024.0,4.0,2048.0,40.0,9600.0,40.0,,0,CAN signal of related function,DTC for smart,1.0,1.0, Condition_GENERAL_UV_OV  / smart is present on the board,130,5200,3,130,5200,2,remove fault inhibition,50,0,100,1,2,80,
81.0,LAMP_ECU_DEF_81,1.0,F_Power_Switch,YES,,,,Function loss,Safety relevant,DEF_SMART_CH3_LOWCURRENT,Lowcurrent detected at Smart channel 3,ADC data,,"Condition_GENERAL_UV_OV  AND DEF_Driver_ELEC_RANGEREADINESS_absent
AND
HSS_X_Activ 
AND
 diagnostic supression time has elapsed",Never,,HW,1D,measured value <=low currentthreshold,measured vaue > Lowcurrent threshold,DEF_SMART_CH3_LOWCURRENT_absent,960.0,-1024.0,4.0,2048.0,40.0,9600.0,40.0,,0,CAN signal of related function,DTC for smart,1.0,1.0, Condition_GENERAL_UV_OV  / smart is present on the board,130,5200,3,130,5200,2,remove fault inhibition,50,0,100,1,2,80,
82.0,LAMP_ECU_DEF_82,1.0,F_Power_Switch,YES,,,,Function loss,Safety relevant,DEF_SMART_CH4_OVERCURRENT,overcurrent detected at Smart channel 4,ADC data,,"Condition_GENERAL_UV_OV  AND DEF_Driver_ELEC_RANGEREADINESS_absent
AND
HSS_X_Activ 
AND
 diagnostic supression time has elapsed",Never,,HW,1D,measured value >= Overcurrent threshold,measured vaue < Overcurrent threshold,DEF_SMART_CH4_OVERCURRENT_absent,960.0,-1024.0,1.0,600.0,10.0,9600.0,40.0,,0,CAN signal of related function,DTC for smart,1.0,1.0, Condition_GENERAL_UV_OV  / smart is present on the board,500,5000,3,500,5000,2,remove fault inhibition,50,0,100,1,2,20,
83.0,LAMP_ECU_DEF_83,1.0,F_Power_Switch,YES,,,,Function loss,Safety relevant,DEF_SMART_CH4_LOWCURRENT,Lowcurrent detected at Smart channel 4,ADC data,,"Condition_GENERAL_UV_OV  AND DEF_Driver_ELEC_RANGEREADINESS_absent
AND
HSS_X_Activ 
AND
 diagnostic supression time has elapsed",Never,,HW,1D,measured value <=low currentthreshold,measured vaue > Lowcurrent threshold,DEF_SMART_CH4_LOWCURRENT_absent,960.0,-1024.0,1.0,600.0,10.0,9600.0,40.0,,0,CAN signal of related function,DTC for smart,1.0,0.0, Condition_GENERAL_UV_OV  / smart is present on the board,500,5000,3,500,5000,2,remove fault inhibition,50,0,100,1,2,20,
84.0,LAMP_ECU_DEF_84,1.0,F_Power_Switch,YES,,,,Function loss,Safety relevant,DEF_SMART_CH5_OVERCURRENT,overcurrent detected at Smart channel 5,ADC data,,"Condition_GENERAL_UV_OV  AND DEF_Driver_ELEC_RANGEREADINESS_absent
AND
HSS_X_Activ 
AND
 diagnostic supression time has elapsed",Never,,HW,1D,measured value >= Overcurrent threshold,measured vaue < Overcurrent threshold,DEF_SMART_CH5_OVERCURRENT_absent,960.0,-1024.0,4.0,2048.0,40.0,9600.0,40.0,,0,CAN signal of related function,DTC for smart,1.0,1.0, Condition_GENERAL_UV_OV  / smart is present on the board,130,5200,3,130,5200,2,remove fault inhibition,50,0,100,1,2,80,
85.0,LAMP_ECU_DEF_85,1.0,F_Power_Switch,YES,,,,Function loss,Safety relevant,DEF_SMART_CH5_LOWCURRENT,Lowcurrent detected at Smart channel 5,ADC data,,"Condition_GENERAL_UV_OV  AND DEF_Driver_ELEC_RANGEREADINESS_absent
AND
HSS_X_Activ 
AND
 diagnostic supression time has elapsed",Never,,HW,1D,measured value <=low currentthreshold,measured vaue > Lowcurrent threshold,DEF_SMART_CH5_LOWCURRENT_absent,960.0,-1024.0,4.0,2048.0,40.0,9600.0,40.0,,0,CAN signal of related function,DTC for smart,1.0,1.0, Condition_GENERAL_UV_OV  / smart is present on the board,130,5200,3,130,5200,2,remove fault inhibition,50,0,100,1,2,80,
86.0,LAMP_ECU_DEF_86,1.0,F_Power_Switch,YES,,,,Function loss,Safety relevant,DEF_SMART_CH1CH2_OVERTEMP,"Overtemp for SMart chip ch1,2",ADC data,,"Condition_GENERAL_UV_OV  AND DEF_Driver_ELEC_RANGEREADINESS_absent
AND
 diagnostic supression time has elapsed",Never,,HW,1D,,,DEF_SMART_CH1CH2_OVERTEMP_absent,960.0,-1024.0,4.0,2048.0,40.0,9600.0,40.0,,0,CAN signal of related function,DTC for smart,0.0,0.0,,-,-,-,-,-,-,-,-,-,-,-,-,-,
87.0,LAMP_ECU_DEF_87,1.0,F_Power_Switch,YES,,,,Function loss,Safety relevant,DEF_SMART_CH3CH5_OVERTEMP,"Overtemp for Smart chip ch3,5",ADC data,,"Condition_GENERAL_UV_OV  AND DEF_Driver_ELEC_RANGEREADINESS_absent
AND
 diagnostic supression time has elapsed",Never,,HW,1D,,,DEF_SMART_CH3CH5_OVERTEMP_absent,960.0,-1024.0,4.0,2048.0,40.0,9600.0,40.0,,0,CAN signal of related function,DTC for smart,0.0,0.0,,-,-,-,-,-,-,-,-,-,-,-,-,-,
88.0,LAMP_ECU_DEF_88,1.0,I_Power Supply Interface,YES,,,,Power range with function loss,Safety relevant,DEF_DRIVER_ELEC_UV_ECUB,General UV for Driver,Selected power input voltage  (depends on which switch is closed / open),HW,Always,Never,never,HW,1D,Measured voltage at input is lower than PAR_UVValidThreshold,Measured voltage at input is higher than PAR_UVunValidThreshold,DEF_Driver_ELEC_UV_absent,127.0,-128.0,8.0,14.0,10.0,160.0,190.0,"Switch OFF boost / buck
freeze Steppers
Switch off Smart
",1,"UV flag if provided in DBC
Function status flag
",UV DTC if provided,0.0,0.0,,-,-,-,-,-,-,-,-,-,-,-,-,-,
89.0,LAMP_ECU_DEF_89,1.0,I_Power Supply Interface,YES,,,,Power range with function loss,Safety relevant,DEF_DRIVER_ELEC_OV_ECUB,General OV for Driver,Slected power input voltage  (depends on which switch is closed / open),HW,Always,Never,never,HW,1D,Measured voltage at input is higher than PAR_OVValidThreshold,Measured voltage at input is lower than PAR_OVunValidThreshold,DEF_Driver_ELEC_OV_absent,127.0,-128.0,8.0,14.0,10.0,160.0,190.0,"Switch OFF boost / buck
Switch OFF Steppers
Sxitch off smart",1,"OV flag if provided in DBC
Function status flag",OV DTC if provided,0.0,0.0,,-,-,-,-,-,-,-,-,-,-,-,-,-,
